,promotionid,itemid,modelid,promotion_price,rebate,discount_percent,start_time,end_time
7814,2000000909,313534129,332395853,549,731,0.57109375,22/8/17 12:00,22/8/17 21:00
7816,2000000915,346527224,267595495,900,280,0.237288136,22/8/17 21:00,23/8/17 12:00
7817,2000000915,90875519,0,195,125,0.390625,22/8/17 21:00,23/8/17 12:00
7818,2000000915,315658713,217319008,259,140,0.350877193,22/8/17 21:00,23/8/17 12:00
7821,2000000915,415285082,332254166,749,531,0.41484375,22/8/17 21:00,23/8/17 12:00
7835,2000000915,85374312,0,499,300,0.375469337,22/8/17 21:00,23/8/17 12:00
7836,2000000915,237257555,154203482,2580,700,0.213414634,22/8/17 21:00,23/8/17 12:00
7840,2000000915,423553452,325741990,499,191,0.276811594,22/8/17 21:00,23/8/17 12:00
7845,2000000915,396050718,0,559,215,0.277777778,22/8/17 21:00,23/8/17 12:00
7846,2000000915,424539694,326656100,399,281,0.413235294,22/8/17 21:00,23/8/17 12:00
7847,2000000915,284876036,0,599,300,0.333704116,22/8/17 21:00,23/8/17 12:00
7848,2000000925,35733939,0,499,1801,0.783043478,23/8/17 12:00,23/8/17 21:00
7849,2000000925,12891844,334046184,1049,941,0.472864322,23/8/17 12:00,23/8/17 21:00
7863,2000000925,413281480,316471116,145,38,0.207650273,23/8/17 12:00,23/8/17 21:00
7865,2000000925,40027011,105597911,1899,581,0.234274194,23/8/17 12:00,23/8/17 21:00
7866,2000000925,76991113,61481571,399,200,0.333889816,23/8/17 12:00,23/8/17 21:00
7868,2000000925,103541346,80734141,188,162,0.462857143,23/8/17 12:00,23/8/17 21:00
7899,2000000925,80335510,0,699,281,0.286734694,23/8/17 12:00,23/8/17 21:00
7900,2000000925,274839897,180951268,625,155,0.198717949,23/8/17 12:00,23/8/17 21:00
7904,2000000925,423163377,0,1314,276,0.173584906,23/8/17 12:00,23/8/17 21:00
7905,2000000925,410952176,0,3690,1790,0.326642336,23/8/17 12:00,23/8/17 21:00
7906,2000000925,389467793,0,663,617,0.48203125,23/8/17 12:00,23/8/17 21:00
7907,2000000927,43766295,333325010,499,901,0.643571429,23/8/17 21:00,24/8/17 12:00
7908,2000000927,15004667,7849372,588,252,0.3,23/8/17 21:00,24/8/17 12:00
7911,2000000927,433767645,333849484,179,70,0.281124498,23/8/17 21:00,24/8/17 12:00
7912,2000000927,71997943,0,499,300,0.375469337,23/8/17 21:00,24/8/17 12:00
7913,2000000927,206968308,134330184,890,190,0.175925926,23/8/17 21:00,24/8/17 12:00
7915,2000000927,186168861,123618746,800,780,0.493670886,23/8/17 21:00,24/8/17 12:00
7918,2000000927,154268255,107554644,1190,800,0.40201005,23/8/17 21:00,24/8/17 12:00
7920,2000000927,99224062,332594615,2500,1000,0.285714286,23/8/17 21:00,24/8/17 12:00
7924,2000000927,138068260,0,740,259,0.259259259,23/8/17 21:00,24/8/17 12:00
7925,2000000927,396685978,301256369,596,484,0.448148148,23/8/17 21:00,24/8/17 12:00
7933,2000000927,396795313,0,599,881,0.59527027,23/8/17 21:00,24/8/17 12:00
7940,2000000930,262742646,0,4900,1000,0.169491525,24/8/17 12:00,24/8/17 21:00
7941,2000000930,7115757,0,129,46,0.262857143,24/8/17 12:00,24/8/17 21:00
7942,2000000930,5380334,0,495,204,0.291845494,24/8/17 12:00,24/8/17 21:00
7943,2000000930,184683754,0,499,200,0.286123033,24/8/17 12:00,24/8/17 21:00
7945,2000000930,408460819,312547048,599,381,0.38877551,24/8/17 12:00,24/8/17 21:00
7957,2000000930,412818122,315895416,2380,720,0.232258065,24/8/17 12:00,24/8/17 21:00
7963,2000000930,109705698,217482398,450,149,0.248747913,24/8/17 12:00,24/8/17 21:00
7970,2000000930,437402869,336699720,299,160,0.348583878,24/8/17 12:00,24/8/17 21:00
7974,2000000930,162178846,110943199,789,501,0.388372093,24/8/17 12:00,24/8/17 21:00
7980,2000000930,338485863,0,399,501,0.556666667,24/8/17 12:00,24/8/17 21:00
7981,2000000930,246946070,160520710,888,492,0.356521739,24/8/17 12:00,24/8/17 21:00
7983,2000000930,267448426,335381614,158,138,0.466216216,24/8/17 12:00,24/8/17 21:00
7990,2000000930,245353683,159359821,599,601,0.500833333,24/8/17 12:00,24/8/17 21:00
7994,2000000931,127239612,0,399,100,0.200400802,24/8/17 21:00,25/8/17 12:00
7999,2000000931,147033398,104537647,850,238,0.21875,24/8/17 21:00,25/8/17 12:00
8003,2000000931,396029734,300627737,629,351,0.358163265,24/8/17 21:00,25/8/17 12:00
8015,2000000931,390951316,295556288,2080,720,0.257142857,24/8/17 21:00,25/8/17 12:00
8037,2000000931,31388813,337282119,289,110,0.275689223,24/8/17 21:00,25/8/17 12:00
8039,2000000931,115173258,99130060,999,1501,0.6004,24/8/17 21:00,25/8/17 12:00
8040,2000000931,396825598,324394922,495,165,0.25,24/8/17 21:00,25/8/17 12:00
8041,2000000931,410687513,334911994,690,300,0.303030303,24/8/17 21:00,25/8/17 12:00
8044,2000000931,264577137,0,4999,1991,0.284835479,24/8/17 21:00,25/8/17 12:00
8045,2000000931,341519944,248234865,990,2390,0.707100592,24/8/17 21:00,25/8/17 12:00
8065,2000000931,63719397,50204707,99,31,0.238461538,24/8/17 21:00,25/8/17 12:00
8066,2000000931,437639000,336893787,429,258,0.375545852,24/8/17 21:00,25/8/17 12:00
8067,2000000931,400036102,304749323,1399,481,0.255851064,24/8/17 21:00,25/8/17 12:00
8068,2000000931,287778607,0,499,31,0.058490566,24/8/17 21:00,25/8/17 12:00
8069,2000000931,379114843,0,435,115,0.209090909,24/8/17 21:00,25/8/17 12:00
8078,2000000940,218002233,140786967,439,151,0.255932203,25/8/17 12:00,25/8/17 21:00
8081,2000000940,421577060,323935619,99,200,0.668896321,25/8/17 12:00,25/8/17 21:00
8101,2000000940,32812981,0,590,150,0.202702703,25/8/17 12:00,25/8/17 21:00
8102,2000000940,387509789,292276476,1099,381,0.257432432,25/8/17 12:00,25/8/17 21:00
8105,2000000940,366245693,271580109,409,171,0.294827586,25/8/17 12:00,25/8/17 21:00
8107,2000000940,425811946,328263689,7190,3310,0.315238095,25/8/17 12:00,25/8/17 21:00
8108,2000000940,319241930,226302481,130,119,0.477911647,25/8/17 12:00,25/8/17 21:00
8110,2000000940,295562916,198058410,650,240,0.269662921,25/8/17 12:00,25/8/17 21:00
8121,2000000940,217292870,0,399,151,0.274545455,25/8/17 12:00,25/8/17 21:00
8128,2000000940,424739010,326886905,399,361,0.475,25/8/17 12:00,25/8/17 21:00
8132,2000000940,364074299,269899454,4999,1301,0.206507937,25/8/17 12:00,25/8/17 21:00
8136,2000000940,240531638,156411712,199,96,0.325423729,25/8/17 12:00,25/8/17 21:00
8139,2000000940,407542443,312716488,850,249,0.226569609,25/8/17 12:00,25/8/17 21:00
8141,2000000940,260619305,270412257,299,100,0.250626566,25/8/17 12:00,25/8/17 21:00
8146,2000000940,422600361,0,655,335,0.338383838,25/8/17 12:00,25/8/17 21:00
8147,2000000940,394101384,298729766,499,581,0.537962963,25/8/17 12:00,25/8/17 21:00
8160,2000000940,406186685,310552008,899,641,0.416233766,25/8/17 12:00,25/8/17 21:00
8163,2000000940,396370372,0,1980,700,0.26119403,25/8/17 12:00,25/8/17 21:00
8164,2000000949,208848846,135507973,500,100,0.166666667,25/8/17 21:00,26/8/17 12:00
8168,2000000949,284849219,189493630,650,238,0.268018018,25/8/17 21:00,26/8/17 12:00
8171,2000000949,19555516,10112736,1880,500,0.210084034,25/8/17 21:00,26/8/17 12:00
8174,2000000949,440367860,0,490,140,0.222222222,25/8/17 21:00,26/8/17 12:00
8175,2000000949,15594334,7394620,185,213,0.535175879,25/8/17 21:00,26/8/17 12:00
8177,2000000949,262261133,0,880,600,0.405405405,25/8/17 21:00,26/8/17 12:00
8178,2000000949,126298634,95264784,490,210,0.3,25/8/17 21:00,26/8/17 12:00
8181,2000000949,439947760,338044330,598,492,0.451376147,25/8/17 21:00,26/8/17 12:00
8183,2000000949,410497475,314149613,649,231,0.2625,25/8/17 21:00,26/8/17 12:00
8202,2000000949,438387174,0,465,585,0.557142857,25/8/17 21:00,26/8/17 12:00
8203,2000000949,35467838,18664784,299,89,0.229381443,25/8/17 21:00,26/8/17 12:00
8205,2000000949,423203428,325324148,599,281,0.319318182,25/8/17 21:00,26/8/17 12:00
8213,2000000949,318358230,0,649,250,0.278086763,25/8/17 21:00,26/8/17 12:00
8214,2000000949,423275629,325428339,699,301,0.301,25/8/17 21:00,26/8/17 12:00
8219,2000000949,416409398,319273868,298,298,0.5,25/8/17 21:00,26/8/17 12:00
8222,2000000949,273347540,0,1580,1300,0.451388889,25/8/17 21:00,26/8/17 12:00
8223,2000000949,391676745,0,65,34,0.343434343,25/8/17 21:00,26/8/17 12:00
8224,2000000949,389435136,0,1184,1306,0.524497992,25/8/17 21:00,26/8/17 12:00
8225,2000000949,401949566,0,999,1000,0.500250125,25/8/17 21:00,26/8/17 12:00
8226,2000000993,75604428,60510576,269,130,0.325814536,26/8/17 12:00,26/8/17 21:00
8228,2000000993,420029147,322285726,1049,931,0.47020202,26/8/17 12:00,26/8/17 21:00
8231,2000000993,15923494,7622203,329,270,0.450751252,26/8/17 12:00,26/8/17 21:00
8233,2000000993,176844925,118945553,1099,359,0.246227709,26/8/17 12:00,26/8/17 21:00
8234,2000000993,349612474,256335739,750,340,0.311926606,26/8/17 12:00,26/8/17 21:00
8239,2000000993,294393431,200116373,380,140,0.269230769,26/8/17 12:00,26/8/17 21:00
8240,2000000993,440887326,339075861,890,300,0.25210084,26/8/17 12:00,26/8/17 21:00
8241,2000000993,416413989,338162330,399,111,0.217647059,26/8/17 12:00,26/8/17 21:00
8259,2000000993,72914535,58358834,79,20,0.202020202,26/8/17 12:00,26/8/17 21:00
8264,2000000993,75129644,0,495,1038,0.677103718,26/8/17 12:00,26/8/17 21:00
8265,2000000993,255524739,0,10900,4000,0.268456376,26/8/17 12:00,26/8/17 21:00
8266,2000000993,295540227,198037544,290,300,0.508474576,26/8/17 12:00,26/8/17 21:00
8267,2000000993,406674664,317485943,1240,1240,0.5,26/8/17 12:00,26/8/17 21:00
8285,2000000993,252113449,163825347,399,151,0.274545455,26/8/17 12:00,26/8/17 21:00
8292,2000000993,424498676,326610581,599,291,0.326966292,26/8/17 12:00,26/8/17 21:00
8306,2000000993,410746077,314345743,630,169,0.211514393,26/8/17 12:00,26/8/17 21:00
8308,2000000993,307935439,0,3650,1600,0.304761905,26/8/17 12:00,26/8/17 21:00
8309,2000000993,345505039,0,179,71,0.284,26/8/17 12:00,26/8/17 21:00
8310,2000000994,297822230,199815242,200,50,0.2,26/8/17 21:00,27/8/17 12:00
8311,2000000994,440844231,339023847,2399,801,0.2503125,26/8/17 21:00,27/8/17 12:00
8313,2000000994,402118230,338490856,750,330,0.305555556,26/8/17 21:00,27/8/17 12:00
8336,2000000994,4527094,0,168,112,0.4,26/8/17 21:00,27/8/17 12:00
8337,2000000994,9334403,0,450,149,0.248747913,26/8/17 21:00,27/8/17 12:00
8339,2000000994,15893184,7601052,698,282,0.287755102,26/8/17 21:00,27/8/17 12:00
8341,2000000994,423426704,0,699,281,0.286734694,26/8/17 21:00,27/8/17 12:00
8342,2000000994,63134062,338700875,315,135,0.3,26/8/17 21:00,27/8/17 12:00
8344,2000000994,440969395,339155135,150,149,0.498327759,26/8/17 21:00,27/8/17 12:00
8346,2000000994,439860045,0,319,220,0.408163265,26/8/17 21:00,27/8/17 12:00
8347,2000000994,406519193,0,568,1412,0.713131313,26/8/17 21:00,27/8/17 12:00
8348,2000000994,87358426,0,299,100,0.250626566,26/8/17 21:00,27/8/17 12:00
8350,2000000994,255510867,0,1290,390,0.232142857,26/8/17 21:00,27/8/17 12:00
8351,2000000994,433537064,0,499,324,0.393681652,26/8/17 21:00,27/8/17 12:00
8352,2000000994,176403586,118677407,499,281,0.36025641,26/8/17 21:00,27/8/17 12:00
8358,2000000994,384452314,289484876,449,541,0.546464646,26/8/17 21:00,27/8/17 12:00
8362,2000000995,74925740,59955569,249,151,0.3775,27/8/17 12:00,27/8/17 21:00
8369,2000000995,13959472,0,649,201,0.236470588,27/8/17 12:00,27/8/17 21:00
8370,2000000995,272075456,338130932,579,220,0.27534418,27/8/17 12:00,27/8/17 21:00
8374,2000000995,305902398,338919794,120,90,0.428571429,27/8/17 12:00,27/8/17 21:00
8375,2000000995,33943808,17466302,450,140,0.237288136,27/8/17 12:00,27/8/17 21:00
8384,2000000995,39457967,22638633,990,260,0.208,27/8/17 12:00,27/8/17 21:00
8388,2000000995,314386374,215043141,2880,1120,0.28,27/8/17 12:00,27/8/17 21:00
8404,2000000995,217123097,0,260,59,0.184952978,27/8/17 12:00,27/8/17 21:00
8405,2000000995,180010165,120435229,499,270,0.351105332,27/8/17 12:00,27/8/17 21:00
8410,2000000995,309316161,0,699,3281,0.824371859,27/8/17 12:00,27/8/17 21:00
8411,2000000995,393118743,0,1288,2692,0.67638191,27/8/17 12:00,27/8/17 21:00
8412,2000000995,440790330,338960322,899,400,0.307929176,27/8/17 12:00,27/8/17 21:00
8415,2000000995,295442780,197956971,650,330,0.336734694,27/8/17 12:00,27/8/17 21:00
8425,2000000995,255524228,0,1599,481,0.23125,27/8/17 12:00,27/8/17 21:00
8427,2000000995,379057210,283994557,339,251,0.425423729,27/8/17 12:00,27/8/17 21:00
8431,2000000995,319864796,227891448,482,206,0.299418605,27/8/17 12:00,27/8/17 21:00
8436,2000000995,408154057,312293593,399,581,0.592857143,27/8/17 12:00,27/8/17 21:00
8437,2000000996,255008809,331047474,299,300,0.500834725,27/8/17 21:00,28/8/17 12:00
8457,2000000996,115606435,120733565,930,360,0.279069767,27/8/17 21:00,28/8/17 12:00
8461,2000000996,340034790,0,599,617,0.507401316,27/8/17 21:00,28/8/17 12:00
8462,2000000996,371270620,275813553,699,281,0.286734694,27/8/17 21:00,28/8/17 12:00
8466,2000000996,11171816,0,399,130,0.245746692,27/8/17 21:00,28/8/17 12:00
8467,2000000996,13952034,6191274,239,120,0.334261838,27/8/17 21:00,28/8/17 12:00
8469,2000000996,12022931,6605054,625,774,0.553252323,27/8/17 21:00,28/8/17 12:00
8472,2000000996,427822740,330085453,2490,1910,0.434090909,27/8/17 21:00,28/8/17 12:00
8486,2000000996,394792756,0,479,121,0.201666667,27/8/17 21:00,28/8/17 12:00
8487,2000000996,50182040,0,599,391,0.394949495,27/8/17 21:00,28/8/17 12:00
8488,2000000996,42442096,24699422,980,270,0.216,27/8/17 21:00,28/8/17 12:00
8493,2000000996,440042709,338127498,405,105,0.205882353,27/8/17 21:00,28/8/17 12:00
8501,2000000996,369333556,0,6990,1750,0.200228833,27/8/17 21:00,28/8/17 12:00
8502,2000000996,154979528,107949283,599,200,0.250312891,27/8/17 21:00,28/8/17 12:00
8507,2000000996,256608164,0,795,1005,0.558333333,27/8/17 21:00,28/8/17 12:00
8508,2000000996,256117246,321488714,1999,601,0.231153846,27/8/17 21:00,28/8/17 12:00
8519,2000001015,440872441,339056138,4099,1301,0.240925926,28/8/17 12:00,28/8/17 21:00
8539,2000001015,430869308,331592003,699,181,0.205681818,28/8/17 12:00,28/8/17 21:00
8542,2000001015,52893328,102553720,950,349,0.268668206,28/8/17 12:00,28/8/17 21:00
8543,2000001015,405734385,310182634,990,290,0.2265625,28/8/17 12:00,28/8/17 21:00
8547,2000001015,444087464,342383477,580,580,0.5,28/8/17 12:00,28/8/17 21:00
8559,2000001015,8230676,0,948,252,0.21,28/8/17 12:00,28/8/17 21:00
8563,2000001015,434378760,344164304,1299,1181,0.476209677,28/8/17 12:00,28/8/17 21:00
8566,2000001015,137202860,100131922,99,100,0.502512563,28/8/17 12:00,28/8/17 21:00
8586,2000001015,404215301,308874063,549,241,0.305063291,28/8/17 12:00,28/8/17 21:00
8589,2000001015,96998720,76191842,99,50,0.33557047,28/8/17 12:00,28/8/17 21:00
8597,2000001015,413866514,317085567,580,565,0.493449782,28/8/17 12:00,28/8/17 21:00
8605,2000001015,235214730,152728251,490,800,0.620155039,28/8/17 12:00,28/8/17 21:00
8607,2000001015,371041344,0,1490,1500,0.501672241,28/8/17 12:00,28/8/17 21:00
8608,2000001015,100213641,78482531,1000,490,0.32885906,28/8/17 12:00,28/8/17 21:00
8609,2000001015,287388102,191319888,952,238,0.2,28/8/17 12:00,28/8/17 21:00
8617,2000001015,423251542,0,198,102,0.34,28/8/17 12:00,28/8/17 21:00
8618,2000001019,430053611,331008078,780,300,0.277777778,28/8/17 21:00,29/8/17 12:00
8622,2000001019,315056487,344411399,129,48,0.271186441,28/8/17 21:00,29/8/17 12:00
8623,2000001019,446067646,344248346,3399,1601,0.3202,28/8/17 21:00,29/8/17 12:00
8625,2000001019,255796664,0,189,60,0.240963855,28/8/17 21:00,29/8/17 12:00
8626,2000001019,440960407,0,949,431,0.312318841,28/8/17 21:00,29/8/17 12:00
8627,2000001019,211331874,230039095,769,231,0.231,28/8/17 21:00,29/8/17 12:00
8628,2000001019,117752945,0,900,250,0.217391304,28/8/17 21:00,29/8/17 12:00
8629,2000001019,99264099,77832801,450,149,0.248747913,28/8/17 21:00,29/8/17 12:00
8633,2000001019,13423012,0,2588,592,0.186163522,28/8/17 21:00,29/8/17 12:00
8634,2000001019,422807672,325193459,399,91,0.185714286,28/8/17 21:00,29/8/17 12:00
8640,2000001019,298756284,200451875,1999,651,0.245660377,28/8/17 21:00,29/8/17 12:00
8660,2000001019,201235794,144890652,539,561,0.51,28/8/17 21:00,29/8/17 12:00
8662,2000001019,295157693,197724414,499,491,0.495959596,28/8/17 21:00,29/8/17 12:00
8664,2000001019,446483829,344684143,400,399,0.499374218,28/8/17 21:00,29/8/17 12:00
8666,2000001019,378763313,289158046,349,100,0.222717149,28/8/17 21:00,29/8/17 12:00
8671,2000001019,378000191,0,999,801,0.445,28/8/17 21:00,29/8/17 12:00
8672,2000001019,395492683,300304027,178,62,0.258333333,28/8/17 21:00,29/8/17 12:00
8675,2000001019,401449567,0,999,1981,0.664765101,28/8/17 21:00,29/8/17 12:00
8695,2000001030,2813361,288491520,499,461,0.480208333,29/8/17 12:00,29/8/17 21:00
8700,2000001030,378932481,283806529,499,140,0.219092332,29/8/17 12:00,29/8/17 21:00
8705,2000001030,11615348,151024161,539,161,0.23,29/8/17 12:00,29/8/17 21:00
8706,2000001030,50640881,33967586,239,59,0.197986577,29/8/17 12:00,29/8/17 21:00
8712,2000001030,431231476,332081811,1980,620,0.238461538,29/8/17 12:00,29/8/17 21:00
8726,2000001030,50180673,0,1980,1000,0.33557047,29/8/17 12:00,29/8/17 21:00
8727,2000001030,422467232,0,460,230,0.333333333,29/8/17 12:00,29/8/17 21:00
8728,2000001030,246339544,160104292,1190,900,0.43062201,29/8/17 12:00,29/8/17 21:00
8731,2000001030,324533000,234242440,1299,1018,0.439361243,29/8/17 12:00,29/8/17 21:00
8732,2000001030,233197882,0,300,490,0.620253165,29/8/17 12:00,29/8/17 21:00
8733,2000001030,145768948,103967246,279,111,0.284615385,29/8/17 12:00,29/8/17 21:00
8742,2000001030,252003346,163740021,790,490,0.3828125,29/8/17 12:00,29/8/17 21:00
8762,2000001030,430468011,0,5599,1901,0.253466667,29/8/17 12:00,29/8/17 21:00
8763,2000001030,369335280,0,868,312,0.26440678,29/8/17 12:00,29/8/17 21:00
8764,2000001030,402024830,0,1280,200,0.135135135,29/8/17 12:00,29/8/17 21:00
8765,2000001036,429885393,330974084,780,200,0.204081633,29/8/17 21:00,30/8/17 12:00
8775,2000001036,14487980,6740462,499,801,0.616153846,29/8/17 21:00,30/8/17 12:00
8776,2000001036,252902765,164482250,60,40,0.4,29/8/17 21:00,30/8/17 12:00
8779,2000001036,435729998,345634931,3599,4381,0.548997494,29/8/17 21:00,30/8/17 12:00
8786,2000001036,317634744,0,999,1061,0.515048544,29/8/17 21:00,30/8/17 12:00
8787,2000001036,446589168,344786720,499,200,0.286123033,29/8/17 21:00,30/8/17 12:00
8789,2000001036,111804594,274095992,149,50,0.251256281,29/8/17 21:00,30/8/17 12:00
8795,2000001036,38047496,0,588,702,0.544186047,29/8/17 21:00,30/8/17 12:00
8802,2000001036,85542975,68056718,599,300,0.333704116,29/8/17 21:00,30/8/17 12:00
8823,2000001036,446768088,345041931,449,350,0.438047559,29/8/17 21:00,30/8/17 12:00
8827,2000001036,144302085,292014382,345,354,0.506437768,29/8/17 21:00,30/8/17 12:00
8828,2000001036,188300170,124789571,645,395,0.379807692,29/8/17 21:00,30/8/17 12:00
8829,2000001036,313917873,214450208,424,0,0,29/8/17 21:00,30/8/17 12:00
8831,2000001036,440585030,0,1799,500,0.217485863,29/8/17 21:00,30/8/17 12:00
8832,2000001036,392788665,298294190,159,183,0.535087719,29/8/17 21:00,30/8/17 12:00
8850,2000001053,440894279,0,580,319,0.35483871,30/8/17 12:00,30/8/17 21:00
8851,2000001053,8693603,64938835,429,121,0.22,30/8/17 12:00,30/8/17 21:00
8855,2000001053,18834559,11690877,715,185,0.205555556,30/8/17 12:00,30/8/17 21:00
8861,2000001053,37214251,20089146,440,159,0.265442404,30/8/17 12:00,30/8/17 21:00
8865,2000001053,16355777,8098852,66,24,0.266666667,30/8/17 12:00,30/8/17 21:00
8866,2000001053,59781497,347053733,299,100,0.250626566,30/8/17 12:00,30/8/17 21:00
8882,2000001053,184211595,348368405,3799,4181,0.523934837,30/8/17 12:00,30/8/17 21:00
8891,2000001053,317674272,222123422,399,191,0.323728814,30/8/17 12:00,30/8/17 21:00
8901,2000001053,73092943,347082118,2280,1220,0.348571429,30/8/17 12:00,30/8/17 21:00
8910,2000001053,432883414,333685719,129,70,0.351758794,30/8/17 12:00,30/8/17 21:00
8913,2000001053,43794952,0,499,481,0.490816327,30/8/17 12:00,30/8/17 21:00
8914,2000001053,73242288,234239448,139,38,0.214689266,30/8/17 12:00,30/8/17 21:00
8916,2000001053,402157643,306852588,1080,610,0.360946746,30/8/17 12:00,30/8/17 21:00
8922,2000001053,323724113,0,399,591,0.596969697,30/8/17 12:00,30/8/17 21:00
8923,2000001053,416663876,319658491,389,101,0.206122449,30/8/17 12:00,30/8/17 21:00
8926,2000001053,308801970,0,888,511,0.365260901,30/8/17 12:00,30/8/17 21:00
8927,2000001053,317676402,222128504,2250,749,0.249749917,30/8/17 12:00,30/8/17 21:00
8931,2000001053,430834114,331560992,399,291,0.42173913,30/8/17 12:00,30/8/17 21:00
8934,2000001053,420460812,347059387,980,668,0.405339806,30/8/17 12:00,30/8/17 21:00
8940,2000001063,422782533,0,829,451,0.35234375,30/8/17 21:00,31/8/17 12:00
8941,2000001063,264660402,346699801,99,51,0.34,30/8/17 21:00,31/8/17 12:00
8942,2000001063,65035193,51275078,569,230,0.287859825,30/8/17 21:00,31/8/17 12:00
8947,2000001063,309252353,209093293,650,330,0.336734694,30/8/17 21:00,31/8/17 12:00
8957,2000001063,407119237,0,530,250,0.320512821,30/8/17 21:00,31/8/17 12:00
8958,2000001063,423929935,326259975,315,415,0.568493151,30/8/17 21:00,31/8/17 12:00
8959,2000001063,252767253,164412491,299,77,0.204787234,30/8/17 21:00,31/8/17 12:00
